microbiome,Metabolite,phenotype,CV_Spearman_f12,Train_Spearman_f12,Average_Importance_f12,CV_Spearman_f23,Train_Spearman_f23,Average_Importance_f23,group1,group2,group3
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus aceti,10-Hydroxydecanoic acid,Digit_Symbol_True,0.444946857937333,0.882202068052129,0.738531123655607,0.421824583655185,0.941989115679759,0.132386387550572,gut,Metabolin,cognitive
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus aceti,10-Hydroxydecanoic acid,Crea,0.444946857937333,0.882202068052129,0.738531123655607,0.36984126984127,0.956774428107152,0.133138924556723,gut,Metabolin,physiology
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus aceti,10-Hydroxydecanoic acid,Hemoglobin(HGB),0.444946857937333,0.882202068052129,0.738531123655607,0.329397416821578,0.960997506049428,0.136806407492517,gut,Metabolin,physiology
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A;s__Alistipes_A indistinctus,10-Hydroxydecanoic acid,Digit_Symbol_True,0.444946857937333,0.882202068052129,0.261468876344393,0.421824583655185,0.941989115679759,0.132386387550572,gut,Metabolin,cognitive
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A;s__Alistipes_A indistinctus,10-Hydroxydecanoic acid,Crea,0.444946857937333,0.882202068052129,0.261468876344393,0.36984126984127,0.956774428107152,0.133138924556723,gut,Metabolin,physiology
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A;s__Alistipes_A indistinctus,10-Hydroxydecanoic acid,Hemoglobin(HGB),0.444946857937333,0.882202068052129,0.261468876344393,0.329397416821578,0.960997506049428,0.136806407492517,gut,Metabolin,physiology
d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Filifactoraceae;g__Peptoanaerobacter;s__,Hydroxyphenyllactic acid,Digit_Symbol_Total,0.463347763347763,0.928708791208791,0.15033909322445,0.671824583655185,0.9266233357786,0.186654501102494,oral,Metabolin,cognitive
d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Filifactoraceae;g__Peptoanaerobacter;s__,Hydroxyphenyllactic acid,Digit_Symbol_True,0.463347763347763,0.928708791208791,0.15033909322445,0.421824583655185,0.941989115679759,0.143321877538168,oral,Metabolin,cognitive
d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Filifactoraceae;g__Peptoanaerobacter;s__,Hydroxyphenyllactic acid,Dot_True_1,0.463347763347763,0.928708791208791,0.15033909322445,0.608253175473055,0.950144763619963,0.329640580976357,oral,Metabolin,cognitive
d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Filifactoraceae;g__Peptoanaerobacter;s__,Hydroxyphenyllactic acid,Dot_True_2,0.463347763347763,0.928708791208791,0.15033909322445,0.525,0.936018745820227,0.311257785135416,oral,Metabolin,cognitive
d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Filifactoraceae;g__Peptoanaerobacter;s__,Hydroxyphenyllactic acid,Dot_count_1,0.463347763347763,0.928708791208791,0.15033909322445,0.556034821698214,0.942342151384798,0.327735457669918,oral,Metabolin,cognitive
d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Filifactoraceae;g__Peptoanaerobacter;s__,Hydroxyphenyllactic acid,Dot_count_2,0.463347763347763,0.928708791208791,0.15033909322445,0.776838587729369,0.963375556883644,0.257248122567379,oral,Metabolin,cognitive
d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Filifactoraceae;g__Peptoanaerobacter;s__,Hydroxyphenyllactic acid,Pursuit_Aiming_Mean,0.463347763347763,0.928708791208791,0.15033909322445,0.55,0.941582337985112,0.364509362528604,oral,Metabolin,cognitive
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Kingella_B;s__Kingella_B sp030527935,Hydroxyphenyllactic acid,Digit_Symbol_Total,0.463347763347763,0.928708791208791,0.336897796077911,0.671824583655185,0.9266233357786,0.186654501102494,oral,Metabolin,cognitive
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Kingella_B;s__Kingella_B sp030527935,Hydroxyphenyllactic acid,Digit_Symbol_True,0.463347763347763,0.928708791208791,0.336897796077911,0.421824583655185,0.941989115679759,0.143321877538168,oral,Metabolin,cognitive
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Kingella_B;s__Kingella_B sp030527935,Hydroxyphenyllactic acid,Dot_True_1,0.463347763347763,0.928708791208791,0.336897796077911,0.608253175473055,0.950144763619963,0.329640580976357,oral,Metabolin,cognitive
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Kingella_B;s__Kingella_B sp030527935,Hydroxyphenyllactic acid,Dot_True_2,0.463347763347763,0.928708791208791,0.336897796077911,0.525,0.936018745820227,0.311257785135416,oral,Metabolin,cognitive
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Kingella_B;s__Kingella_B sp030527935,Hydroxyphenyllactic acid,Dot_count_1,0.463347763347763,0.928708791208791,0.336897796077911,0.556034821698214,0.942342151384798,0.327735457669918,oral,Metabolin,cognitive
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Kingella_B;s__Kingella_B sp030527935,Hydroxyphenyllactic acid,Dot_count_2,0.463347763347763,0.928708791208791,0.336897796077911,0.776838587729369,0.963375556883644,0.257248122567379,oral,Metabolin,cognitive
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Kingella_B;s__Kingella_B sp030527935,Hydroxyphenyllactic acid,Pursuit_Aiming_Mean,0.463347763347763,0.928708791208791,0.336897796077911,0.55,0.941582337985112,0.364509362528604,oral,Metabolin,cognitive
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Catonella;s__Catonella massiliensis,Hydroxyphenyllactic acid,Digit_Symbol_Total,0.463347763347763,0.928708791208791,0.116667924926323,0.671824583655185,0.9266233357786,0.186654501102494,oral,Metabolin,cognitive
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Catonella;s__Catonella massiliensis,Hydroxyphenyllactic acid,Digit_Symbol_True,0.463347763347763,0.928708791208791,0.116667924926323,0.421824583655185,0.941989115679759,0.143321877538168,oral,Metabolin,cognitive
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Catonella;s__Catonella massiliensis,Hydroxyphenyllactic acid,Dot_True_1,0.463347763347763,0.928708791208791,0.116667924926323,0.608253175473055,0.950144763619963,0.329640580976357,oral,Metabolin,cognitive
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Catonella;s__Catonella massiliensis,Hydroxyphenyllactic acid,Dot_True_2,0.463347763347763,0.928708791208791,0.116667924926323,0.525,0.936018745820227,0.311257785135416,oral,Metabolin,cognitive
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Catonella;s__Catonella massiliensis,Hydroxyphenyllactic acid,Dot_count_1,0.463347763347763,0.928708791208791,0.116667924926323,0.556034821698214,0.942342151384798,0.327735457669918,oral,Metabolin,cognitive
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Catonella;s__Catonella massiliensis,Hydroxyphenyllactic acid,Dot_count_2,0.463347763347763,0.928708791208791,0.116667924926323,0.776838587729369,0.963375556883644,0.257248122567379,oral,Metabolin,cognitive
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Catonella;s__Catonella massiliensis,Hydroxyphenyllactic acid,Pursuit_Aiming_Mean,0.463347763347763,0.928708791208791,0.116667924926323,0.55,0.941582337985112,0.364509362528604,oral,Metabolin,cognitive
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella loescheii,Hydroxyphenyllactic acid,Digit_Symbol_Total,0.463347763347763,0.928708791208791,0.166994904928993,0.671824583655185,0.9266233357786,0.186654501102494,oral,Metabolin,cognitive
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella loescheii,Hydroxyphenyllactic acid,Digit_Symbol_True,0.463347763347763,0.928708791208791,0.166994904928993,0.421824583655185,0.941989115679759,0.143321877538168,oral,Metabolin,cognitive
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella loescheii,Hydroxyphenyllactic acid,Dot_True_1,0.463347763347763,0.928708791208791,0.166994904928993,0.608253175473055,0.950144763619963,0.329640580976357,oral,Metabolin,cognitive
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella loescheii,Hydroxyphenyllactic acid,Dot_True_2,0.463347763347763,0.928708791208791,0.166994904928993,0.525,0.936018745820227,0.311257785135416,oral,Metabolin,cognitive
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella loescheii,Hydroxyphenyllactic acid,Dot_count_1,0.463347763347763,0.928708791208791,0.166994904928993,0.556034821698214,0.942342151384798,0.327735457669918,oral,Metabolin,cognitive
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella loescheii,Hydroxyphenyllactic acid,Dot_count_2,0.463347763347763,0.928708791208791,0.166994904928993,0.776838587729369,0.963375556883644,0.257248122567379,oral,Metabolin,cognitive
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella loescheii,Hydroxyphenyllactic acid,Pursuit_Aiming_Mean,0.463347763347763,0.928708791208791,0.166994904928993,0.55,0.941582337985112,0.364509362528604,oral,Metabolin,cognitive
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Scardovia;s__Scardovia wiggsiae,Hydroxyphenyllactic acid,Digit_Symbol_Total,0.463347763347763,0.928708791208791,0.180860231194724,0.671824583655185,0.9266233357786,0.186654501102494,oral,Metabolin,cognitive
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Scardovia;s__Scardovia wiggsiae,Hydroxyphenyllactic acid,Digit_Symbol_True,0.463347763347763,0.928708791208791,0.180860231194724,0.421824583655185,0.941989115679759,0.143321877538168,oral,Metabolin,cognitive
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Scardovia;s__Scardovia wiggsiae,Hydroxyphenyllactic acid,Dot_True_1,0.463347763347763,0.928708791208791,0.180860231194724,0.608253175473055,0.950144763619963,0.329640580976357,oral,Metabolin,cognitive
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Scardovia;s__Scardovia wiggsiae,Hydroxyphenyllactic acid,Dot_True_2,0.463347763347763,0.928708791208791,0.180860231194724,0.525,0.936018745820227,0.311257785135416,oral,Metabolin,cognitive
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Scardovia;s__Scardovia wiggsiae,Hydroxyphenyllactic acid,Dot_count_1,0.463347763347763,0.928708791208791,0.180860231194724,0.556034821698214,0.942342151384798,0.327735457669918,oral,Metabolin,cognitive
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Scardovia;s__Scardovia wiggsiae,Hydroxyphenyllactic acid,Dot_count_2,0.463347763347763,0.928708791208791,0.180860231194724,0.776838587729369,0.963375556883644,0.257248122567379,oral,Metabolin,cognitive
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Scardovia;s__Scardovia wiggsiae,Hydroxyphenyllactic acid,Pursuit_Aiming_Mean,0.463347763347763,0.928708791208791,0.180860231194724,0.55,0.941582337985112,0.364509362528604,oral,Metabolin,cognitive
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Rodentibacter;s__Rodentibacter sp901420285,Hydroxyphenyllactic acid,Digit_Symbol_Total,0.463347763347763,0.928708791208791,0.0482400496475989,0.671824583655185,0.9266233357786,0.186654501102494,oral,Metabolin,cognitive
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Rodentibacter;s__Rodentibacter sp901420285,Hydroxyphenyllactic acid,Digit_Symbol_True,0.463347763347763,0.928708791208791,0.0482400496475989,0.421824583655185,0.941989115679759,0.143321877538168,oral,Metabolin,cognitive
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Rodentibacter;s__Rodentibacter sp901420285,Hydroxyphenyllactic acid,Dot_True_1,0.463347763347763,0.928708791208791,0.0482400496475989,0.608253175473055,0.950144763619963,0.329640580976357,oral,Metabolin,cognitive
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Rodentibacter;s__Rodentibacter sp901420285,Hydroxyphenyllactic acid,Dot_True_2,0.463347763347763,0.928708791208791,0.0482400496475989,0.525,0.936018745820227,0.311257785135416,oral,Metabolin,cognitive
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Rodentibacter;s__Rodentibacter sp901420285,Hydroxyphenyllactic acid,Dot_count_1,0.463347763347763,0.928708791208791,0.0482400496475989,0.556034821698214,0.942342151384798,0.327735457669918,oral,Metabolin,cognitive
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Rodentibacter;s__Rodentibacter sp901420285,Hydroxyphenyllactic acid,Dot_count_2,0.463347763347763,0.928708791208791,0.0482400496475989,0.776838587729369,0.963375556883644,0.257248122567379,oral,Metabolin,cognitive
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Rodentibacter;s__Rodentibacter sp901420285,Hydroxyphenyllactic acid,Pursuit_Aiming_Mean,0.463347763347763,0.928708791208791,0.0482400496475989,0.55,0.941582337985112,0.364509362528604,oral,Metabolin,cognitive
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola coprocola,TAG56:5-FA20:1,HDL-C,0.522631072631073,0.902054195804196,0.065809064312916,0.358208838682575,0.910464147160182,0.609303677449473,skin,Lipid,physiology
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Abiotrophia;s__Abiotrophia defectiva,TAG56:5-FA20:1,HDL-C,0.522631072631073,0.902054195804196,0.0797155512101509,0.358208838682575,0.910464147160182,0.609303677449473,skin,Lipid,physiology
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium avidum,TAG56:5-FA20:1,HDL-C,0.522631072631073,0.902054195804196,0.149762017863477,0.358208838682575,0.910464147160182,0.609303677449473,skin,Lipid,physiology
d__Bacteria;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Megamonas;s__Megamonas funiformis,TAG56:5-FA20:1,HDL-C,0.522631072631073,0.902054195804196,0.175167815691223,0.358208838682575,0.910464147160182,0.609303677449473,skin,Lipid,physiology
d__Bacteria;p__Bacillota;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus_A;s__Peptoniphilus_A lacydonensis,TAG56:5-FA20:1,HDL-C,0.522631072631073,0.902054195804196,0.245732236024102,0.358208838682575,0.910464147160182,0.609303677449473,skin,Lipid,physiology
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp000187745,TAG56:5-FA20:1,HDL-C,0.522631072631073,0.902054195804196,0.132241962038012,0.358208838682575,0.910464147160182,0.609303677449473,skin,Lipid,physiology
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium sp000478175,TAG56:5-FA20:1,HDL-C,0.522631072631073,0.902054195804196,0.151571352860119,0.358208838682575,0.910464147160182,0.609303677449473,skin,Lipid,physiology
d__Bacteria;p__Bacillota;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus_A;s__Peptoniphilus_A lacydonensis,L-Pipecolic acid,Red Cell Distribution Width - Standard Deviation(RDW-SD),0.316305916305916,0.863986013986014,0.492654150963614,0.658672275412641,0.968504257783216,0.0733900722654549,skin,Metabolin,physiology
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__,L-Pipecolic acid,Red Cell Distribution Width - Standard Deviation(RDW-SD),0.316305916305916,0.863986013986014,0.284399883970118,0.658672275412641,0.968504257783216,0.0733900722654549,skin,Metabolin,physiology
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__,Hydroxyphenyllactic acid,Digit_Symbol_Total,0.35765242824057,0.778248902963009,1,0.671824583655185,0.9266233357786,0.186654501102494,skin,Metabolin,cognitive
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__,Hydroxyphenyllactic acid,Digit_Symbol_True,0.35765242824057,0.778248902963009,1,0.421824583655185,0.941989115679759,0.143321877538168,skin,Metabolin,cognitive
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__,Hydroxyphenyllactic acid,Dot_True_1,0.35765242824057,0.778248902963009,1,0.608253175473055,0.950144763619963,0.329640580976357,skin,Metabolin,cognitive
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__,Hydroxyphenyllactic acid,Dot_True_2,0.35765242824057,0.778248902963009,1,0.525,0.936018745820227,0.311257785135416,skin,Metabolin,cognitive
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__,Hydroxyphenyllactic acid,Dot_count_1,0.35765242824057,0.778248902963009,1,0.556034821698214,0.942342151384798,0.327735457669918,skin,Metabolin,cognitive
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__,Hydroxyphenyllactic acid,Dot_count_2,0.35765242824057,0.778248902963009,1,0.776838587729369,0.963375556883644,0.257248122567379,skin,Metabolin,cognitive
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__,Hydroxyphenyllactic acid,Pursuit_Aiming_Mean,0.35765242824057,0.778248902963009,1,0.55,0.941582337985112,0.364509362528604,skin,Metabolin,cognitive
