Feature_f12,metabolite,phenotype,CV_Spearman_f12,Train_Spearman_f12,Actual_Spearman_f12,CV_Spearman_f23,Train_Spearman_f23,Actual_Spearman_f23,group1,group2,group3,microbiome
QML0000-240606-06B_bin.25.strict,10-Hydroxydecanoic acid,Digit_Symbol_True,0.444946857937333,0.882202068052129,0.393685821246778,0.421824583655185,0.941989115679759,0.372366410759988,gut,Metabolin,cognitive,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus aceti
QML0000-240606-06B_bin.25.strict,10-Hydroxydecanoic acid,Crea,0.444946857937333,0.882202068052129,0.393685821246778,0.36984126984127,0.956774428107152,-0.338148192,gut,Metabolin,physiology,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus aceti
QML0000-240606-06B_bin.25.strict,10-Hydroxydecanoic acid,Hemoglobin(HGB),0.444946857937333,0.882202068052129,0.393685821246778,0.329397416821578,0.960997506049428,-0.371461524,gut,Metabolin,physiology,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus aceti
QML5200-240511-03B_bin.3.strict,10-Hydroxydecanoic acid,Digit_Symbol_True,0.444946857937333,0.882202068052129,-0.416429732,0.421824583655185,0.941989115679759,0.372366410759988,gut,Metabolin,cognitive,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A;s__Alistipes_A indistinctus
QML5200-240511-03B_bin.3.strict,10-Hydroxydecanoic acid,Crea,0.444946857937333,0.882202068052129,-0.416429732,0.36984126984127,0.956774428107152,-0.338148192,gut,Metabolin,physiology,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A;s__Alistipes_A indistinctus
QML5200-240511-03B_bin.3.strict,10-Hydroxydecanoic acid,Hemoglobin(HGB),0.444946857937333,0.882202068052129,-0.416429732,0.329397416821578,0.960997506049428,-0.371461524,gut,Metabolin,physiology,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A;s__Alistipes_A indistinctus
QML5200-240504-03C_bin.48.orig,Hydroxyphenyllactic acid,Digit_Symbol_Total,0.463347763347763,0.928708791208791,0.263470101077378,0.671824583655185,0.9266233357786,-0.604093048,oral,Metabolin,cognitive,d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Filifactoraceae;g__Peptoanaerobacter;s__
QML5200-240504-03C_bin.48.orig,Hydroxyphenyllactic acid,Digit_Symbol_True,0.463347763347763,0.928708791208791,0.263470101077378,0.421824583655185,0.941989115679759,-0.59299047,oral,Metabolin,cognitive,d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Filifactoraceae;g__Peptoanaerobacter;s__
QML5200-240504-03C_bin.48.orig,Hydroxyphenyllactic acid,Dot_True_1,0.463347763347763,0.928708791208791,0.263470101077378,0.608253175473055,0.950144763619963,-0.651377129,oral,Metabolin,cognitive,d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Filifactoraceae;g__Peptoanaerobacter;s__
QML5200-240504-03C_bin.48.orig,Hydroxyphenyllactic acid,Dot_True_2,0.463347763347763,0.928708791208791,0.263470101077378,0.525,0.936018745820227,-0.691236818,oral,Metabolin,cognitive,d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Filifactoraceae;g__Peptoanaerobacter;s__
QML5200-240504-03C_bin.48.orig,Hydroxyphenyllactic acid,Dot_count_1,0.463347763347763,0.928708791208791,0.263470101077378,0.556034821698214,0.942342151384798,-0.683682943,oral,Metabolin,cognitive,d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Filifactoraceae;g__Peptoanaerobacter;s__
QML5200-240504-03C_bin.48.orig,Hydroxyphenyllactic acid,Dot_count_2,0.463347763347763,0.928708791208791,0.263470101077378,0.776838587729369,0.963375556883644,-0.699103915,oral,Metabolin,cognitive,d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Filifactoraceae;g__Peptoanaerobacter;s__
QML5200-240504-03C_bin.48.orig,Hydroxyphenyllactic acid,Pursuit_Aiming_Mean,0.463347763347763,0.928708791208791,0.263470101077378,0.55,0.941582337985112,-0.704530521,oral,Metabolin,cognitive,d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Filifactoraceae;g__Peptoanaerobacter;s__
QML5800-240428-10C_bin.15.orig,Hydroxyphenyllactic acid,Digit_Symbol_Total,0.463347763347763,0.928708791208791,0.623691319504459,0.671824583655185,0.9266233357786,-0.604093048,oral,Metabolin,cognitive,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Kingella_B;s__Kingella_B sp030527935
QML5800-240428-10C_bin.15.orig,Hydroxyphenyllactic acid,Digit_Symbol_True,0.463347763347763,0.928708791208791,0.623691319504459,0.421824583655185,0.941989115679759,-0.59299047,oral,Metabolin,cognitive,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Kingella_B;s__Kingella_B sp030527935
QML5800-240428-10C_bin.15.orig,Hydroxyphenyllactic acid,Dot_True_1,0.463347763347763,0.928708791208791,0.623691319504459,0.608253175473055,0.950144763619963,-0.651377129,oral,Metabolin,cognitive,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Kingella_B;s__Kingella_B sp030527935
QML5800-240428-10C_bin.15.orig,Hydroxyphenyllactic acid,Dot_True_2,0.463347763347763,0.928708791208791,0.623691319504459,0.525,0.936018745820227,-0.691236818,oral,Metabolin,cognitive,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Kingella_B;s__Kingella_B sp030527935
QML5800-240428-10C_bin.15.orig,Hydroxyphenyllactic acid,Dot_count_1,0.463347763347763,0.928708791208791,0.623691319504459,0.556034821698214,0.942342151384798,-0.683682943,oral,Metabolin,cognitive,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Kingella_B;s__Kingella_B sp030527935
QML5800-240428-10C_bin.15.orig,Hydroxyphenyllactic acid,Dot_count_2,0.463347763347763,0.928708791208791,0.623691319504459,0.776838587729369,0.963375556883644,-0.699103915,oral,Metabolin,cognitive,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Kingella_B;s__Kingella_B sp030527935
QML5800-240428-10C_bin.15.orig,Hydroxyphenyllactic acid,Pursuit_Aiming_Mean,0.463347763347763,0.928708791208791,0.623691319504459,0.55,0.941582337985112,-0.704530521,oral,Metabolin,cognitive,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Kingella_B;s__Kingella_B sp030527935
QML5200-240522-03C_bin.4.strict,Hydroxyphenyllactic acid,Digit_Symbol_Total,0.463347763347763,0.928708791208791,0.44344577349892,0.671824583655185,0.9266233357786,-0.604093048,oral,Metabolin,cognitive,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Catonella;s__Catonella massiliensis
QML5200-240522-03C_bin.4.strict,Hydroxyphenyllactic acid,Digit_Symbol_True,0.463347763347763,0.928708791208791,0.44344577349892,0.421824583655185,0.941989115679759,-0.59299047,oral,Metabolin,cognitive,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Catonella;s__Catonella massiliensis
QML5200-240522-03C_bin.4.strict,Hydroxyphenyllactic acid,Dot_True_1,0.463347763347763,0.928708791208791,0.44344577349892,0.608253175473055,0.950144763619963,-0.651377129,oral,Metabolin,cognitive,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Catonella;s__Catonella massiliensis
QML5200-240522-03C_bin.4.strict,Hydroxyphenyllactic acid,Dot_True_2,0.463347763347763,0.928708791208791,0.44344577349892,0.525,0.936018745820227,-0.691236818,oral,Metabolin,cognitive,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Catonella;s__Catonella massiliensis
QML5200-240522-03C_bin.4.strict,Hydroxyphenyllactic acid,Dot_count_1,0.463347763347763,0.928708791208791,0.44344577349892,0.556034821698214,0.942342151384798,-0.683682943,oral,Metabolin,cognitive,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Catonella;s__Catonella massiliensis
QML5200-240522-03C_bin.4.strict,Hydroxyphenyllactic acid,Dot_count_2,0.463347763347763,0.928708791208791,0.44344577349892,0.776838587729369,0.963375556883644,-0.699103915,oral,Metabolin,cognitive,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Catonella;s__Catonella massiliensis
QML5200-240522-03C_bin.4.strict,Hydroxyphenyllactic acid,Pursuit_Aiming_Mean,0.463347763347763,0.928708791208791,0.44344577349892,0.55,0.941582337985112,-0.704530521,oral,Metabolin,cognitive,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Catonella;s__Catonella massiliensis
QML3650-240411-08C_bin.56.strict,Hydroxyphenyllactic acid,Digit_Symbol_Total,0.463347763347763,0.928708791208791,-0.301064843,0.671824583655185,0.9266233357786,-0.604093048,oral,Metabolin,cognitive,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella loescheii
QML3650-240411-08C_bin.56.strict,Hydroxyphenyllactic acid,Digit_Symbol_True,0.463347763347763,0.928708791208791,-0.301064843,0.421824583655185,0.941989115679759,-0.59299047,oral,Metabolin,cognitive,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella loescheii
QML3650-240411-08C_bin.56.strict,Hydroxyphenyllactic acid,Dot_True_1,0.463347763347763,0.928708791208791,-0.301064843,0.608253175473055,0.950144763619963,-0.651377129,oral,Metabolin,cognitive,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella loescheii
QML3650-240411-08C_bin.56.strict,Hydroxyphenyllactic acid,Dot_True_2,0.463347763347763,0.928708791208791,-0.301064843,0.525,0.936018745820227,-0.691236818,oral,Metabolin,cognitive,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella loescheii
QML3650-240411-08C_bin.56.strict,Hydroxyphenyllactic acid,Dot_count_1,0.463347763347763,0.928708791208791,-0.301064843,0.556034821698214,0.942342151384798,-0.683682943,oral,Metabolin,cognitive,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella loescheii
QML3650-240411-08C_bin.56.strict,Hydroxyphenyllactic acid,Dot_count_2,0.463347763347763,0.928708791208791,-0.301064843,0.776838587729369,0.963375556883644,-0.699103915,oral,Metabolin,cognitive,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella loescheii
QML3650-240411-08C_bin.56.strict,Hydroxyphenyllactic acid,Pursuit_Aiming_Mean,0.463347763347763,0.928708791208791,-0.301064843,0.55,0.941582337985112,-0.704530521,oral,Metabolin,cognitive,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella loescheii
QML0000-240616-05C_bin.11.strict,Hydroxyphenyllactic acid,Digit_Symbol_Total,0.463347763347763,0.928708791208791,-0.320394338,0.671824583655185,0.9266233357786,-0.604093048,oral,Metabolin,cognitive,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Scardovia;s__Scardovia wiggsiae
QML0000-240616-05C_bin.11.strict,Hydroxyphenyllactic acid,Digit_Symbol_True,0.463347763347763,0.928708791208791,-0.320394338,0.421824583655185,0.941989115679759,-0.59299047,oral,Metabolin,cognitive,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Scardovia;s__Scardovia wiggsiae
QML0000-240616-05C_bin.11.strict,Hydroxyphenyllactic acid,Dot_True_1,0.463347763347763,0.928708791208791,-0.320394338,0.608253175473055,0.950144763619963,-0.651377129,oral,Metabolin,cognitive,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Scardovia;s__Scardovia wiggsiae
QML0000-240616-05C_bin.11.strict,Hydroxyphenyllactic acid,Dot_True_2,0.463347763347763,0.928708791208791,-0.320394338,0.525,0.936018745820227,-0.691236818,oral,Metabolin,cognitive,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Scardovia;s__Scardovia wiggsiae
QML0000-240616-05C_bin.11.strict,Hydroxyphenyllactic acid,Dot_count_1,0.463347763347763,0.928708791208791,-0.320394338,0.556034821698214,0.942342151384798,-0.683682943,oral,Metabolin,cognitive,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Scardovia;s__Scardovia wiggsiae
QML0000-240616-05C_bin.11.strict,Hydroxyphenyllactic acid,Dot_count_2,0.463347763347763,0.928708791208791,-0.320394338,0.776838587729369,0.963375556883644,-0.699103915,oral,Metabolin,cognitive,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Scardovia;s__Scardovia wiggsiae
QML0000-240616-05C_bin.11.strict,Hydroxyphenyllactic acid,Pursuit_Aiming_Mean,0.463347763347763,0.928708791208791,-0.320394338,0.55,0.941582337985112,-0.704530521,oral,Metabolin,cognitive,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Scardovia;s__Scardovia wiggsiae
QML0000-240616-01C_bin.12.strict,Hydroxyphenyllactic acid,Digit_Symbol_Total,0.463347763347763,0.928708791208791,-0.06251641,0.671824583655185,0.9266233357786,-0.604093048,oral,Metabolin,cognitive,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Rodentibacter;s__Rodentibacter sp901420285
QML0000-240616-01C_bin.12.strict,Hydroxyphenyllactic acid,Digit_Symbol_True,0.463347763347763,0.928708791208791,-0.06251641,0.421824583655185,0.941989115679759,-0.59299047,oral,Metabolin,cognitive,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Rodentibacter;s__Rodentibacter sp901420285
QML0000-240616-01C_bin.12.strict,Hydroxyphenyllactic acid,Dot_True_1,0.463347763347763,0.928708791208791,-0.06251641,0.608253175473055,0.950144763619963,-0.651377129,oral,Metabolin,cognitive,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Rodentibacter;s__Rodentibacter sp901420285
QML0000-240616-01C_bin.12.strict,Hydroxyphenyllactic acid,Dot_True_2,0.463347763347763,0.928708791208791,-0.06251641,0.525,0.936018745820227,-0.691236818,oral,Metabolin,cognitive,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Rodentibacter;s__Rodentibacter sp901420285
QML0000-240616-01C_bin.12.strict,Hydroxyphenyllactic acid,Dot_count_1,0.463347763347763,0.928708791208791,-0.06251641,0.556034821698214,0.942342151384798,-0.683682943,oral,Metabolin,cognitive,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Rodentibacter;s__Rodentibacter sp901420285
QML0000-240616-01C_bin.12.strict,Hydroxyphenyllactic acid,Dot_count_2,0.463347763347763,0.928708791208791,-0.06251641,0.776838587729369,0.963375556883644,-0.699103915,oral,Metabolin,cognitive,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Rodentibacter;s__Rodentibacter sp901420285
QML0000-240616-01C_bin.12.strict,Hydroxyphenyllactic acid,Pursuit_Aiming_Mean,0.463347763347763,0.928708791208791,-0.06251641,0.55,0.941582337985112,-0.704530521,oral,Metabolin,cognitive,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Rodentibacter;s__Rodentibacter sp901420285
QML5200-240418-08D_bin.5.strict,TAG56:5-FA20:1,HDL-C,0.522631072631073,0.902054195804196,-0.215068554,0.358208838682575,0.910464147160182,-0.72434837,skin,Lipid,physiology,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola coprocola
QML5200-240511-13C_bin.33.orig,TAG56:5-FA20:1,HDL-C,0.522631072631073,0.902054195804196,0.351080183548211,0.358208838682575,0.910464147160182,-0.72434837,skin,Lipid,physiology,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Abiotrophia;s__Abiotrophia defectiva
QML5800-240423-13D_bin.6.orig,TAG56:5-FA20:1,HDL-C,0.522631072631073,0.902054195804196,0.424369202497749,0.358208838682575,0.910464147160182,-0.72434837,skin,Lipid,physiology,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium avidum
QML5800-240423-01B_bin.63.permissive,TAG56:5-FA20:1,HDL-C,0.522631072631073,0.902054195804196,-0.426159667,0.358208838682575,0.910464147160182,-0.72434837,skin,Lipid,physiology,d__Bacteria;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Megamonas;s__Megamonas funiformis
QML5200-240511-02D_bin.7.orig,TAG56:5-FA20:1,HDL-C,0.522631072631073,0.902054195804196,0.521445843185175,0.358208838682575,0.910464147160182,-0.72434837,skin,Lipid,physiology,d__Bacteria;p__Bacillota;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus_A;s__Peptoniphilus_A lacydonensis
QML3650-240319-07D_bin.2.orig,TAG56:5-FA20:1,HDL-C,0.522631072631073,0.902054195804196,-0.168236062,0.358208838682575,0.910464147160182,-0.72434837,skin,Lipid,physiology,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp000187745
QML0000-240606-02D_bin.1.orig,TAG56:5-FA20:1,HDL-C,0.522631072631073,0.902054195804196,0.468723225209642,0.358208838682575,0.910464147160182,-0.72434837,skin,Lipid,physiology,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium sp000478175
QML5200-240511-02D_bin.7.orig,L-Pipecolic acid,Red Cell Distribution Width - Standard Deviation(RDW-SD),0.316305916305916,0.863986013986014,0.400732855289802,0.658672275412641,0.968504257783216,0.339103097110661,skin,Metabolin,physiology,d__Bacteria;p__Bacillota;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus_A;s__Peptoniphilus_A lacydonensis
QML5800-240423-13C_bin.32.orig,L-Pipecolic acid,Red Cell Distribution Width - Standard Deviation(RDW-SD),0.316305916305916,0.863986013986014,0.380781783264178,0.658672275412641,0.968504257783216,0.339103097110661,skin,Metabolin,physiology,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__
EVR0000-240319-01C_bin.15.strict,Hydroxyphenyllactic acid,Digit_Symbol_Total,0.35765242824057,0.778248902963009,-0.046769354,0.671824583655185,0.9266233357786,-0.604093048,skin,Metabolin,cognitive,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__
EVR0000-240319-01C_bin.15.strict,Hydroxyphenyllactic acid,Digit_Symbol_True,0.35765242824057,0.778248902963009,-0.046769354,0.421824583655185,0.941989115679759,-0.59299047,skin,Metabolin,cognitive,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__
EVR0000-240319-01C_bin.15.strict,Hydroxyphenyllactic acid,Dot_True_1,0.35765242824057,0.778248902963009,-0.046769354,0.608253175473055,0.950144763619963,-0.651377129,skin,Metabolin,cognitive,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__
EVR0000-240319-01C_bin.15.strict,Hydroxyphenyllactic acid,Dot_True_2,0.35765242824057,0.778248902963009,-0.046769354,0.525,0.936018745820227,-0.691236818,skin,Metabolin,cognitive,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__
EVR0000-240319-01C_bin.15.strict,Hydroxyphenyllactic acid,Dot_count_1,0.35765242824057,0.778248902963009,-0.046769354,0.556034821698214,0.942342151384798,-0.683682943,skin,Metabolin,cognitive,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__
EVR0000-240319-01C_bin.15.strict,Hydroxyphenyllactic acid,Dot_count_2,0.35765242824057,0.778248902963009,-0.046769354,0.776838587729369,0.963375556883644,-0.699103915,skin,Metabolin,cognitive,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__
EVR0000-240319-01C_bin.15.strict,Hydroxyphenyllactic acid,Pursuit_Aiming_Mean,0.35765242824057,0.778248902963009,-0.046769354,0.55,0.941582337985112,-0.704530521,skin,Metabolin,cognitive,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__
